ticker,source,category,tco2e,year,reference
RL,Wikirate/GRI,combustion,12206.0,,Wikirate GRI 305-1 / 305-2
RL,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
RL,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
RL,Wikirate/GRI,scope2,62381.0,,Wikirate GRI 305-1 / 305-2
RTX,GHGRP,combustion,154646.258,2023.0,EPA GHGRP 2023 data summary spreadsheets
RTX,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
RTX,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
RTX,Wikirate/GRI,scope2,936100.0,,Wikirate GRI 305-1 / 305-2
RSG,GHGRP,combustion,6818.294,2023.0,EPA GHGRP 2023 data summary spreadsheets
RSG,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
RSG,GHGRP,fugitive,10714894.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
RMD,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
RMD,Wikirate/GRI,combustion,19193.0,,Wikirate GRI 305-1 / 305-2
RMD,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
RMD,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
ROK,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
ROK,Wikirate/GRI,combustion,18649.0,,Wikirate GRI 305-1 / 305-2
ROK,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
ROK,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
ROK,Wikirate/GRI,scope2,91051.0,,Wikirate GRI 305-1 / 305-2
ROST,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
ROST,Wikirate/GRI,combustion,29832.0,,Wikirate GRI 305-1 / 305-2
ROST,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
ROST,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
ROST,Wikirate/GRI,scope2,235693.0,,Wikirate GRI 305-1 / 305-2
RCL,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
RCL,Wikirate/GRI,combustion,4404403.0,,Wikirate GRI 305-1 / 305-2
RCL,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
RCL,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
RCL,Wikirate/GRI,scope2,10608.0,,Wikirate GRI 305-1 / 305-2
SPGI,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
SPGI,Wikirate/GRI,combustion,18711.69387973964,,Wikirate GRI 305-1 / 305-2
SPGI,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
SPGI,Wikirate/GRI,fugitive,157.30612026035928,,Wikirate GRI 305-1 / 305-2
SPGI,Wikirate/GRI,scope2,18869.0,,Wikirate GRI 305-1 / 305-2
CRM,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
CRM,Wikirate/GRI,combustion,868.7683457611404,,Wikirate GRI 305-1 / 305-2
CRM,Wikirate/GRI,process,3131.23165423886,,Wikirate GRI 305-1 / 305-2
CRM,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
CRM,Wikirate/GRI,scope2,280000.0,,Wikirate GRI 305-1 / 305-2
SRE,GHGRP,combustion,3823267.528,2023.0,EPA GHGRP 2023 data summary spreadsheets
SRE,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
SRE,GHGRP,fugitive,1541303.693,2023.0,EPA GHGRP 2023 data summary spreadsheets
SWKS,GHGRP,combustion,4053.384,2023.0,EPA GHGRP 2023 data summary spreadsheets
SWKS,GHGRP,process,20063.33597,2023.0,EPA GHGRP 2023 data summary spreadsheets
SWKS,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
SW,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
SW,Wikirate/GRI,combustion,2186.7682192440325,,Wikirate GRI 305-1 / 305-2
SW,Wikirate/GRI,process,496.2317807559674,,Wikirate GRI 305-1 / 305-2
SW,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
SW,Wikirate/GRI,scope2,691.0,,Wikirate GRI 305-1 / 305-2
SNA,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
SNA,Wikirate/GRI,combustion,33705.0,,Wikirate GRI 305-1 / 305-2
SNA,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
SNA,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
SNA,Wikirate/GRI,scope2,68432.0,,Wikirate GRI 305-1 / 305-2
SO,GHGRP,combustion,75753644.338,2023.0,EPA GHGRP 2023 data summary spreadsheets
SO,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
SO,GHGRP,fugitive,460263.2444,2023.0,EPA GHGRP 2023 data summary spreadsheets
SO,Wikirate/GRI,scope2,200000.0,,Wikirate GRI 305-1 / 305-2
LUV,10-K fleet,fleet,21147750.0,,Latest 10-K fuel disclosure x EPA Emission Factors Hub 2025 Table 2
SBUX,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
SBUX,Wikirate/GRI,combustion,372020.0,,Wikirate GRI 305-1 / 305-2
SBUX,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
SBUX,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
SBUX,Wikirate/GRI,scope2,789349.0,,Wikirate GRI 305-1 / 305-2
STT,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
STT,Wikirate/GRI,combustion,8294.271429866041,,Wikirate GRI 305-1 / 305-2
STT,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
STT,Wikirate/GRI,fugitive,69.72857013395755,,Wikirate GRI 305-1 / 305-2
STT,Wikirate/GRI,scope2,108887.0,,Wikirate GRI 305-1 / 305-2
STLD,GHGRP,combustion,935188.18,2023.0,EPA GHGRP 2023 data summary spreadsheets
STLD,GHGRP,process,1634708.4,2023.0,EPA GHGRP 2023 data summary spreadsheets
STLD,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
TPR,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
TPR,Wikirate/GRI,combustion,5559.0,,Wikirate GRI 305-1 / 305-2
TPR,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
TPR,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
TPR,Wikirate/GRI,scope2,11779.0,,Wikirate GRI 305-1 / 305-2
TRGP,GHGRP,combustion,2824318.080649854,2023.0,EPA GHGRP 2023 data summary spreadsheets
TRGP,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
TRGP,GHGRP,fugitive,6122981.562186852,2023.0,EPA GHGRP 2023 data summary spreadsheets
TGT,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
TGT,Wikirate/GRI,combustion,701558.0,,Wikirate GRI 305-1 / 305-2
TGT,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
TGT,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
TGT,Wikirate/GRI,scope2,3174028.0,,Wikirate GRI 305-1 / 305-2
TSLA,GHGRP,combustion,80515.196,2023.0,EPA GHGRP 2023 data summary spreadsheets
TSLA,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
TSLA,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
TSLA,Wikirate/GRI,scope2,408000.0,,Wikirate GRI 305-1 / 305-2
TXN,GHGRP,combustion,98603.226,2023.0,EPA GHGRP 2023 data summary spreadsheets
TXN,GHGRP,process,959171.109383,2023.0,EPA GHGRP 2023 data summary spreadsheets
TXN,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
TXN,Wikirate/GRI,scope2,1300000.0,,Wikirate GRI 305-1 / 305-2
TXT,GHGRP,combustion,55579.572,2023.0,EPA GHGRP 2023 data summary spreadsheets
TXT,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
TXT,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
TMO,GHGRP,combustion,28392.342,2023.0,EPA GHGRP 2023 data summary spreadsheets
TMO,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
TMO,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
TJX,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
TJX,Wikirate/GRI,combustion,128450.0,,Wikirate GRI 305-1 / 305-2
TJX,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
TJX,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
TJX,Wikirate/GRI,scope2,441194.0,,Wikirate GRI 305-1 / 305-2
TSN,GHGRP,combustion,1131168.736,2023.0,EPA GHGRP 2023 data summary spreadsheets
TSN,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
TSN,GHGRP,fugitive,743738.75,2023.0,EPA GHGRP 2023 data summary spreadsheets
UAL,10-K fleet,fleet,45464250.0,,Latest 10-K fuel disclosure x EPA Emission Factors Hub 2025 Table 2
UPS,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
UPS,Wikirate/GRI,combustion,12000.0,,Wikirate GRI 305-1 / 305-2
UPS,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
UPS,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
UPS,Wikirate/GRI,scope2,870.0,,Wikirate GRI 305-1 / 305-2
URI,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
URI,Wikirate/GRI,combustion,57952.0,,Wikirate GRI 305-1 / 305-2
URI,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
URI,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
URI,Wikirate/GRI,scope2,39139.0,,Wikirate GRI 305-1 / 305-2
UNH,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
UNH,Wikirate/GRI,combustion,122356.0,,Wikirate GRI 305-1 / 305-2
UNH,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
UNH,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
UNH,Wikirate/GRI,scope2,383896.0,,Wikirate GRI 305-1 / 305-2
VLO,GHGRP,combustion,13654098.522,2023.0,EPA GHGRP 2023 data summary spreadsheets
VLO,GHGRP,process,9846409.462,2023.0,EPA GHGRP 2023 data summary spreadsheets
VLO,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
VLO,ClimateTRACE,combustion,63444.0,,"Climate TRACE v7 sources 2024, verified owner, equal split"
VLO,ClimateTRACE,process,4937157.125273452,,"Climate TRACE v7 sources 2024, verified owner, equal split"
VLO,Wikirate/GRI,scope2,4900000.0,,Wikirate GRI 305-1 / 305-2
VTRS,GHGRP,combustion,26031.806,2023.0,EPA GHGRP 2023 data summary spreadsheets
VTRS,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
VTRS,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
V,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
V,Wikirate/GRI,combustion,5059.465905688253,,Wikirate GRI 305-1 / 305-2
V,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
V,Wikirate/GRI,fugitive,42.53409431174694,,Wikirate GRI 305-1 / 305-2
V,Wikirate/GRI,scope2,8821.0,,Wikirate GRI 305-1 / 305-2
VST,GHGRP,combustion,86320993.138,2023.0,EPA GHGRP 2023 data summary spreadsheets
VST,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
VST,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
VST,ClimateTRACE,combustion,77650.0,,"Climate TRACE v7 sources 2024, verified owner, equal split"
WAB,GHGRP,combustion,35202.768,2023.0,EPA GHGRP 2023 data summary spreadsheets
WAB,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
WAB,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
WM,GHGRP,combustion,176183.606,2023.0,EPA GHGRP 2023 data summary spreadsheets
WM,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
WM,GHGRP,fugitive,11474276.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
WAT,Wikirate/GRI,fleet,0.0,,Wikirate GRI 305-1 / 305-2
WAT,Wikirate/GRI,combustion,17344.0,,Wikirate GRI 305-1 / 305-2
WAT,Wikirate/GRI,process,0.0,,Wikirate GRI 305-1 / 305-2
WAT,Wikirate/GRI,fugitive,0.0,,Wikirate GRI 305-1 / 305-2
WAT,Wikirate/GRI,scope2,21445.0,,Wikirate GRI 305-1 / 305-2
WEC,GHGRP,combustion,19285988.33,2023.0,EPA GHGRP 2023 data summary spreadsheets
WEC,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
WEC,GHGRP,fugitive,324176.878,2023.0,EPA GHGRP 2023 data summary spreadsheets
WY,GHGRP,combustion,41144.524,2023.0,EPA GHGRP 2023 data summary spreadsheets
WY,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
WY,GHGRP,fugitive,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
XEL,GHGRP,combustion,38878344.107999995,2023.0,EPA GHGRP 2023 data summary spreadsheets
XEL,GHGRP,process,0.0,2023.0,EPA GHGRP 2023 data summary spreadsheets
XEL,GHGRP,fugitive,379186.0908,2023.0,EPA GHGRP 2023 data summary spreadsheets
ABT,imputed,scope2,376296.70520253235,,Sector-median Scope 2 intensity x TTM revenue
ABBV,imputed,scope2,536806.8343415218,,Sector-median Scope 2 intensity x TTM revenue
APD,imputed,scope2,1269648.285783222,,Sector-median Scope 2 intensity x TTM revenue
ALB,imputed,scope2,595210.3748688197,,Sector-median Scope 2 intensity x TTM revenue
MO,imputed,scope2,441384.51445554686,,Sector-median Scope 2 intensity x TTM revenue
AEE,imputed,scope2,237214.02482616322,,Sector-median Scope 2 intensity x TTM revenue
AMGN,imputed,scope2,317610.2934526182,,Sector-median Scope 2 intensity x TTM revenue
ADI,imputed,scope2,56485.46119525903,,Sector-median Scope 2 intensity x TTM revenue
APA,imputed,scope2,211936.46735202085,,Sector-median Scope 2 intensity x TTM revenue
ADM,imputed,scope2,1772511.60498366,,Sector-median Scope 2 intensity x TTM revenue
ARES,imputed,scope2,9009.8423616018,,Sector-median Scope 2 intensity x TTM revenue
ATO,imputed,scope2,131499.77368175352,,Sector-median Scope 2 intensity x TTM revenue
BIIB,imputed,scope2,83605.83440644467,,Sector-median Scope 2 intensity x TTM revenue
BMY,imputed,scope2,410087.872530619,,Sector-median Scope 2 intensity x TTM revenue
AVGO,imputed,scope2,362568.31521618325,,Sector-median Scope 2 intensity x TTM revenue
CNP,imputed,scope2,257039.752064394,,Sector-median Scope 2 intensity x TTM revenue
CF,imputed,scope2,779689.9020549074,,Sector-median Scope 2 intensity x TTM revenue
CSCO,imputed,scope2,257672.3666846023,,Sector-median Scope 2 intensity x TTM revenue
CMS,imputed,scope2,235477.26974464703,,Sector-median Scope 2 intensity x TTM revenue
ED,imputed,scope2,472611.136643971,,Sector-median Scope 2 intensity x TTM revenue
CEG,imputed,scope2,835512.7907540125,,Sector-median Scope 2 intensity x TTM revenue
GLW,imputed,scope2,69027.30404165169,,Sector-median Scope 2 intensity x TTM revenue
CTVA,imputed,scope2,1802283.5841659438,,Sector-median Scope 2 intensity x TTM revenue
DE,imputed,scope2,484344.8676340631,,Sector-median Scope 2 intensity x TTM revenue
FANG,imputed,scope2,408710.54832750605,,Sector-median Scope 2 intensity x TTM revenue
DTE,imputed,scope2,441269.38724984066,,Sector-median Scope 2 intensity x TTM revenue
DD,imputed,scope2,48566.72545428375,,Sector-median Scope 2 intensity x TTM revenue
EIX,imputed,scope2,518969.13766597974,,Sector-median Scope 2 intensity x TTM revenue
ETR,imputed,scope2,355031.16102817125,,Sector-median Scope 2 intensity x TTM revenue
EQT,imputed,scope2,228133.69863239507,,Sector-median Scope 2 intensity x TTM revenue
EVRG,imputed,scope2,162824.79678848345,,Sector-median Scope 2 intensity x TTM revenue
ES,imputed,scope2,372289.32299250644,,Sector-median Scope 2 intensity x TTM revenue
XOM,imputed,scope2,8689732.103352334,,Sector-median Scope 2 intensity x TTM revenue
FCX,imputed,scope2,2606153.041265841,,Sector-median Scope 2 intensity x TTM revenue
HAL,imputed,scope2,538457.2546067184,,Sector-median Scope 2 intensity x TTM revenue
HPE,imputed,scope2,170375.04406555046,,Sector-median Scope 2 intensity x TTM revenue
HWM,imputed,scope2,94189.07380699956,,Sector-median Scope 2 intensity x TTM revenue
HII,imputed,scope2,136216.18275148506,,Sector-median Scope 2 intensity x TTM revenue
L,imputed,scope2,27685.922246095724,,Sector-median Scope 2 intensity x TTM revenue
MDT,imputed,scope2,312991.41689210496,,Sector-median Scope 2 intensity x TTM revenue
MGM,imputed,scope2,77583.1808507925,,Sector-median Scope 2 intensity x TTM revenue
MCHP,imputed,scope2,20842.876650115097,,Sector-median Scope 2 intensity x TTM revenue
MU,imputed,scope2,367329.0995670871,,Sector-median Scope 2 intensity x TTM revenue
NI,imputed,scope2,183868.92451467022,,Sector-median Scope 2 intensity x TTM revenue
NUE,imputed,scope2,3637108.819496603,,Sector-median Scope 2 intensity x TTM revenue
NXPI,imputed,scope2,53650.37749287772,,Sector-median Scope 2 intensity x TTM revenue
OKE,imputed,scope2,947432.5430138148,,Sector-median Scope 2 intensity x TTM revenue
PKG,imputed,scope2,960603.3478644432,,Sector-median Scope 2 intensity x TTM revenue
PCG,imputed,scope2,690346.7852482067,,Sector-median Scope 2 intensity x TTM revenue
PNW,imputed,scope2,148405.828592793,,Sector-median Scope 2 intensity x TTM revenue
PPG,imputed,scope2,1654385.3058074214,,Sector-median Scope 2 intensity x TTM revenue
PPL,imputed,scope2,251108.0654782926,,Sector-median Scope 2 intensity x TTM revenue
PEG,imputed,scope2,335140.2921147291,,Sector-median Scope 2 intensity x TTM revenue
RSG,imputed,scope2,174493.0850718682,,Sector-median Scope 2 intensity x TTM revenue
RMD,imputed,scope2,47134.57646010369,,Sector-median Scope 2 intensity x TTM revenue
SRE,imputed,scope2,362100.07484164945,,Sector-median Scope 2 intensity x TTM revenue
SWKS,imputed,scope2,16333.559370053883,,Sector-median Scope 2 intensity x TTM revenue
LUV,imputed,scope2,310678.2743801789,,Sector-median Scope 2 intensity x TTM revenue
STLD,imputed,scope2,2069233.7302180233,,Sector-median Scope 2 intensity x TTM revenue
TRGP,imputed,scope2,402922.36749646347,,Sector-median Scope 2 intensity x TTM revenue
TXT,imputed,scope2,158056.22904171178,,Sector-median Scope 2 intensity x TTM revenue
TMO,imputed,scope2,386318.16662082996,,Sector-median Scope 2 intensity x TTM revenue
TSN,imputed,scope2,1202429.5220156147,,Sector-median Scope 2 intensity x TTM revenue
UAL,imputed,scope2,649839.5230376307,,Sector-median Scope 2 intensity x TTM revenue
VTRS,imputed,scope2,122869.62009973146,,Sector-median Scope 2 intensity x TTM revenue
VST,imputed,scope2,513331.36347828875,,Sector-median Scope 2 intensity x TTM revenue
WAB,imputed,scope2,123767.14974310131,,Sector-median Scope 2 intensity x TTM revenue
WM,imputed,scope2,265169.56865243585,,Sector-median Scope 2 intensity x TTM revenue
WEC,imputed,scope2,270864.3225132628,,Sector-median Scope 2 intensity x TTM revenue
WY,imputed,scope2,4805.349679193401,,Sector-median Scope 2 intensity x TTM revenue
XEL,imputed,scope2,390529.4195606219,,Sector-median Scope 2 intensity x TTM revenue
